368	1
46	20
348	8
775	11
147	12
842	16
608	1
390	10
748	10
211	10
301	8
515	5
28	10
744	8
2	6
491	13
880	5
249	14
44	16
851	15
78	9
460	8
431	9
342	12
527	16
748	9
393	3
33	5
393	13
927	2
614	13
343	3
326	7
872	12
312	13
487	6
500	9
769	16
466	6
10	14
536	11
538	14
145	19
673	9
332	10
268	12
410	18
179	2
887	12
690	14
215	14
417	13
518	8
265	9
894	4
897	6
299	15
878	1
526	4
347	20
860	4
944	17
766	9
248	1
960	11
203	9
573	15
721	12
982	6
360	16
825	2
677	7
300	14
27	9
667	19
307	19
861	18
798	12
547	11
203	12
720	13
834	14
61	9
42	18
986	9
522	2
796	18
437	17
487	16
66	18
225	17
544	18
623	3
957	18
135	6
390	11
778	2
82	15
188	10
304	8
705	6
124	2
764	16
627	8
156	3
713	18
828	20
252	15
360	7
752	12
383	15
687	20
544	16
60	8
495	10
612	16
505	19
432	15
158	4
878	1
188	6
499	8
535	15
663	14
926	8
639	6
140	8
427	6
572	9
900	16
115	13
961	18
360	10
919	1
863	20
256	6
550	15
990	2
544	19
855	17
438	11
383	8
235	15
365	2
911	1
115	7
600	15
987	13
250	6
309	13
41	15
273	18
397	16
316	17
815	17
143	17
940	19
991	4
706	1
986	14
638	4
84	5
822	8
381	10
80	2
473	16
293	19
169	13
149	8
142	7
305	2
69	1
487	16
580	20
922	13
352	14
567	8
392	8
245	8
930	6
697	9
284	11
193	10
702	13
15	14
121	1
683	20
93	1
659	1
287	11
750	11
303	14
10	18
892	2
407	11
171	17
535	9
941	8
862	18
305	8
617	12
791	13
334	18
475	20
822	1
889	4
113	15
28	4
344	14
194	2
857	5
139	4
872	15
520	11
957	9
676	3
367	15
614	14
776	16
524	14
162	17
42	2
72	5
113	10
45	12
161	10
213	19
730	17
156	13
984	8
56	7
346	8
965	5
227	9
547	14
704	16
710	8
261	16
926	12
168	16
789	9
171	11
266	5
953	19
424	11
689	2
705	1
426	4
396	7
473	16
937	19
499	2
371	17
248	4
748	14
698	8
994	12
174	7
15	6
665	20
78	9
113	7
285	18
374	20
192	2
246	15
874	6
993	19
810	5
315	3
690	3
68	1
842	12
880	2
251	12
62	1
894	20
719	17
151	19
232	15
514	19
761	6
378	10
964	20
959	11
711	8
286	4
268	18
40	15
226	8
705	13
72	5
982	6
883	5
44	15
195	13
763	7
489	19
693	7
248	9
354	2
632	12
578	1
952	4
786	6
64	14
548	12
77	17
704	13
303	1
321	12
568	12
66	11
975	11
853	10
882	10
268	5
503	11
125	7
197	16
892	17
302	18
872	6
532	2
555	12
427	18
549	18
307	6
828	12
75	15
348	18
979	8
804	19
700	7
657	9
811	4
201	5
700	14
192	19
970	11
353	15
485	2
871	13
333	14
55	12
293	15
637	13
193	16
521	14
542	19
901	8
468	15
629	11
987	7
719	7
254	19
552	7
354	14
601	14
712	3
246	2
939	13
601	10
218	4
25	5
211	3
935	18
84	1
490	4
912	19
424	2
938	17
652	16
69	12
865	16
497	16
844	6
503	15
767	19
928	17
83	3
756	17
369	4
74	11
431	9
799	19
661	7
767	18
162	5
897	19
683	18
293	3
983	3
665	17
648	10
157	18
16	12
375	4
697	9
628	2
881	15
814	8
955	3
931	5
622	1
520	12
621	20
932	13
895	14
793	9
659	11
351	3
497	8
142	17
442	8
426	20
818	10
199	13
254	8
868	1
330	7
252	6
20	17
443	15
757	20
132	2
629	19
124	1
857	2
417	18
660	4
702	11
209	16
319	5
913	7
297	1
253	12
345	8
394	16
901	13
362	16
2	19
73	13
86	20
374	2
797	12
840	14
392	14
666	6
708	20
187	3
927	14
877	3
305	16
601	7
804	19
339	14
175	9
397	18
894	1
105	4
141	6
159	15
620	4
613	15
905	5
576	20
41	17
903	2
929	4
983	2
954	14
540	9
176	13
591	13
340	9
380	20
631	2
755	14
847	6
751	2
351	4
397	11
246	12
445	5
721	14
630	17
450	5
639	17
138	1
751	19
477	13
957	13
523	3
399	10
881	9
508	13
282	9
308	6
95	11
786	19
735	12
910	16
162	12
608	4
901	15
457	18
556	2
167	2
364	17
493	2
486	15
561	3
870	1
972	11
266	1
956	7
974	16
595	11
619	18
878	9
312	7
966	4
282	6
382	7
140	19
845	20
158	8
181	12
626	12
714	15
783	7
257	20
322	13
909	18
194	11
4	17
637	2
921	7
243	19
600	8
224	16
216	18
28	10
268	10
332	17
939	2
332	7
41	11
413	17
765	16
750	17
63	18
960	11
567	16
401	14
62	1
634	18
327	9
114	6
343	7
814	4
428	5
581	6
121	9
619	9
307	11
935	16
139	5
987	1
572	13
822	8
519	17
623	11
779	14
866	3
586	11
396	8
476	8
595	9
427	14
52	3
244	2
759	4
77	20
389	18
513	13
240	8
887	13
920	7
516	3
483	4
387	4
4	19
435	16
80	10
809	12
275	7
454	11
39	14
496	16
614	18
949	14
34	7
805	12
354	9
739	9
593	17
964	19
914	11
340	13
299	2
559	3
604	3
74	12
512	6
864	15
318	8
829	12
106	16
596	8
397	2
221	1
112	4
424	17
410	20
828	6
489	2
480	18
254	20
900	7
352	10
581	19
444	1
549	20
924	19
764	10
190	20
792	20
41	14
349	1
418	11
778	6
370	10
712	6
220	20
863	16
212	7
509	17
171	8
800	3
339	4
9	17
665	6
163	4
377	14
969	19
119	10
497	9
365	20
857	20
695	4
325	10
888	1
79	7
720	15
637	16
626	18
686	15
354	14
609	17
955	18
881	11
380	18
301	16
727	19
424	3
178	15
958	18
689	17
762	10
800	17
419	7
399	11
436	17
587	3
555	10
284	7
308	3
219	9
483	19
861	19
888	2
253	8
709	10
69	15
651	10
684	2
89	1
269	3
461	2
13	3
946	15
507	10
913	12
234	17
887	8
453	6
338	15
954	1
357	20
372	3
413	3
921	16
644	14
932	11
920	9
68	14
883	3
785	3
131	12
110	12
763	13
279	5
756	20
760	11
427	16
630	17
769	1
558	5
1	14
301	5
857	4
787	6
20	18
848	5
134	20
386	14
489	18
565	6
494	11
916	1
150	17
350	19
300	15
877	8
732	2
882	1
630	8
500	8
640	17
392	16
299	5
866	3
185	7
303	11
379	12
199	18
735	8
961	14
880	19
250	13
587	8
423	20
817	19
50	17
738	20
762	17
440	20
918	19
292	14
861	10
473	1
419	1
148	1
422	19
801	5
388	4
226	3
908	16
895	10
147	9
68	18
906	8
308	20
770	17
744	15
311	10
654	17
800	4
710	14
873	17
463	19
238	9
353	5
854	15
95	11
628	13
687	20
117	6
800	16
185	13
250	10
900	17
487	5
207	10
991	11
854	18
338	16
935	2
342	10
245	20
24	20
320	2
323	1
22	8
827	9
805	14
418	11
151	3
70	3
973	14
502	4
950	4
647	11
861	3
534	19
825	9
414	4
827	16
343	1
583	16
735	10
704	8
65	1
862	7
27	4
981	14
771	12
877	18
845	15
914	3
267	15
369	5
923	13
496	14
217	10
210	20
461	5
499	12
346	5
849	11
17	7
888	5
259	12
365	14
572	14
439	11
767	18
481	18
247	11
671	5
349	12
206	2
731	14
18	7
754	7
327	9
343	4
740	6
44	16
918	16
456	5
363	16
654	4
3	18
220	18
346	14
908	9
632	11
880	19
607	5
562	10
481	9
672	13
649	6
586	3
801	1
888	14
318	3
667	6
736	16
838	3
800	4
609	1
333	17
45	13
606	15
104	12
477	7
844	17
456	7
928	15
775	18
359	1
772	12
53	4
594	20
955	18
464	7
326	18
99	2
966	8
780	17
818	11
939	15
980	3
47	6
430	14
163	20
679	11
800	12
125	3
687	4
87	1
897	20
903	15
731	1
684	10
146	4
334	16
477	19
877	10
590	11
220	19
97	13
389	10
364	12
423	2
633	1
184	10
8	3
910	19
377	13
401	18
819	19
645	20
891	3
337	18
780	12
564	11
947	8
810	19
698	12
297	15
538	1
148	7
753	12
359	12
460	20
262	2
837	2
363	15
908	13
58	5
989	7
375	19
917	4
396	12
540	18
400	12
234	16
815	6
95	1
541	18
495	3
323	14
719	10
305	2
538	13
329	11
810	14
407	5
630	6
923	17
172	8
684	9
712	2
616	1
776	17
176	14
825	16
124	6
683	7
972	7
304	16
105	1
275	17
687	5
755	9
725	18
765	20
128	2
601	3
828	20
737	1
120	20
573	3
176	4
772	7
79	15
697	19
664	4
666	12
601	4
838	12
709	9
425	10
309	4
177	11
114	20
618	2
560	8
358	18
247	10
656	7
800	9
764	20
464	4
70	18
749	12
537	5
349	14
409	3
503	12
224	15
953	18
420	14
852	19
808	15
904	3
926	14
923	16
765	12
188	9
856	13
881	15
770	11
144	6
385	19
427	1
821	16
875	1
52	5
651	10
457	4
595	4
442	6
966	18
701	19
537	2
398	11
890	1
176	4
578	20
415	12
63	10
892	9
471	17
113	13
705	12
446	20
730	4
631	11
535	11
35	11
516	12
876	17
521	3
557	4
833	14
643	18
556	19
258	18
914	11
196	2
944	8
823	5
909	20
785	5
541	8
619	2
697	4
16	3
973	15
546	14
518	20
252	8
693	10
279	12
222	14
614	3
98	19
242	19
185	14
583	20
189	16
991	2
705	1
112	14
830	13
542	4
841	19
359	2
286	1
444	20
134	14
736	7
263	15
563	8
612	11
508	13
770	20
724	18
310	1
880	19
80	12
306	17
157	12
467	5
705	17
704	15
793	6
634	17
978	13
79	19
395	6
600	13
284	20
834	13
846	5
880	7
713	18
27	4
434	15
326	17
416	7
500	13
667	20
318	8
292	9
991	19
853	16
930	1
167	19
672	8
21	17
725	10
485	11
623	1
619	16
810	18
117	1
924	5
409	18
576	14
581	5
861	8
801	13
403	16
837	17
293	20
584	12
440	16
1	19
470	10
897	1
710	11
444	11
70	13
835	13
122	17
32	5
686	20
723	7
40	18
61	2
33	5
806	6
303	15
604	18
19	1
144	10
536	8
8	2
78	9
117	3
2	20
616	9
276	14
874	15
602	2
468	5
92	9
504	4
665	6
957	17
765	6
457	3
253	14
68	1
567	14
24	2
215	19
129	14
703	16
111	4
663	12
335	6
598	2
346	19
129	4
499	7
230	8
320	6
747	12
455	19
519	11
483	13
992	20
506	1
311	15
709	7
499	11
541	11
227	20
442	6
958	2
241	16
52	13
484	20
176	2
634	3
335	16
527	5
269	4
199	5
655	1
596	1
364	2
204	7
69	18
185	6
884	6
346	16
380	15
439	2
604	8
657	15
12	2
802	14
974	18
584	2
996	7
687	20
897	2
983	11
265	14
879	18
345	2
146	2
357	19
982	5
858	13
765	4
457	19
282	10
987	17
88	20
725	14
262	11
507	17
216	2
750	17
489	11
6	2
383	19
205	20
168	12
777	10
588	10
831	1
781	19
385	2
773	8
802	16
389	17
849	8
376	16
129	6
848	7
663	3
108	4
931	10
227	13
946	19
458	8
635	10
599	11
850	14
3	10
566	5
897	13
876	17
284	19
334	10
730	13
235	15
209	20
927	11
143	2
858	11
88	13
69	2
296	16
80	15
328	17
452	20
714	7
885	20
334	11
953	18
181	9
91	2
646	2
480	16
164	18
534	10
367	18
210	13
87	18
101	11
169	13
94	13
915	6
552	9
262	3
424	1
147	20
817	1
477	10
393	7
917	10
29	7
294	16
935	2
183	11
625	15
222	4
957	9
707	7
84	17
79	1
543	14
88	18
943	4
785	15
286	4
133	11
770	5
753	7
940	7
913	12
603	8
948	16
906	7
901	7
257	17
838	18
413	8
436	2
170	5
963	14
292	15
444	9
182	19
509	4
205	17
877	19
510	2
862	16
195	2
333	19
334	7
53	10
783	1
797	20
666	10
78	9
347	16
250	13
43	12
864	1
46	17
256	7
856	17
146	1
267	12
402	2
986	20
182	4
51	6
388	14
205	13
429	19
833	2
291	5
104	16
654	13
663	17
24	8
796	1
114	5
102	12
996	6
121	5
628	19
191	2
243	15
841	15
920	7
683	19
182	7
422	1
859	5
592	13
449	11
818	10
908	8
848	16
531	16
615	11
735	19
721	17
375	11
335	12
343	14
578	11
460	8
861	1
887	15
186	20
660	10
173	13
472	20
158	10
213	1
120	16
628	19
174	3
987	16
720	14
828	15
169	10
284	1
751	17
68	16
933	12
162	10
938	4
826	17
759	3
230	3
181	10
454	15
865	9
894	5
157	16
44	9
484	16
829	18
913	12
820	14
966	20
486	20
556	12
728	10
46	1
91	18
638	18
288	18
179	8
293	2
839	17
778	7
745	17
424	12
894	4
693	14
257	20
253	3
39	9
202	15
292	2
549	2
192	8
451	1
179	11
871	13
39	15
781	19
148	5
542	13
238	17
383	3
139	17
328	3
661	9
564	10
339	9
701	10
373	7
318	17
535	17
176	6
498	5
437	2
87	9
52	9
952	11
684	7
189	6
638	15
618	19
257	18
415	15
410	17
712	20
108	20
405	7
721	11
586	1
962	13
424	9
102	2
385	14
186	14
948	14
725	2
770	13
427	4
578	10
624	8
699	6
850	9
995	6
450	20
197	17
128	16
439	5
381	5
717	15
378	1
620	14
929	7
310	5
270	4
614	1
632	14
144	14
540	15
614	11
749	19
359	16
214	13
57	4
856	15
119	11
854	11
640	20
522	19
776	13
139	10
113	20
329	8
117	5
802	6
204	6
358	7
238	7
251	1
488	1
783	7
453	10
667	14
267	7
429	14
365	11
844	7
758	7
841	17
332	2
599	14
97	3
170	14
99	3
409	3
255	16
924	8
363	10
250	20
595	4
375	13
530	2
433	11
814	14
152	3
821	15
294	4
517	14
595	8
979	4
884	6
125	10
995	2
999	11
172	5
849	9
713	17
202	1
907	1
140	20
15	13
900	7
829	11
895	20
949	12
305	14
465	5
247	3
220	19
233	6
373	7
838	8
20	13
155	5
347	20
369	8
510	19
39	2
484	17
277	7
261	17
702	8
893	13
28	20
564	6
479	7
824	8
36	20
709	10
917	20
756	17
734	4
560	16
716	4
220	13
156	16
933	18
138	9
106	2
513	13
354	16
13	5
147	6
369	16
323	17
42	2
225	17
780	20
627	10
509	12
617	7
234	14
116	13
115	6
875	10
871	10
162	8
892	12
152	1
537	19
406	17
122	19
238	15
878	4
562	11
676	11
201	10
208	12
718	9
824	2
777	7
795	7
83	2
861	19
103	14
640	19
150	3
692	14
297	14
948	2
257	15
380	12
682	11
480	15
390	7
36	10
469	18
567	1
302	15
770	5
971	3
348	16
467	1
357	16
457	1
446	19
82	7
506	1
347	15
365	8
48	10
105	19
899	7
769	16
86	5
702	20
692	20
59	12
834	15
467	15
816	9
716	16
110	18
53	9
477	1
311	20
317	8
573	10
320	11
154	1
580	12
588	19
910	2
290	1
5	16
479	2
108	7
250	14
98	8
653	1
954	4
115	18
578	19
877	19
173	13
283	19
515	14
138	15
773	19
706	11
617	15
68	5
308	12
53	7
452	4
186	19
486	1
495	12
210	6
43	3
671	5
712	8
923	4
478	19
507	11
66	14
502	1
792	12
632	14
359	20
936	2
906	11
921	8
176	6
649	8
124	11
955	3
613	13
64	20
362	20
904	12
51	1
630	4
465	20
503	13
781	6
995	10
249	14
734	12
293	6
921	9
645	14
16	20
625	8
942	8
869	20
111	7
136	14
860	12
185	1
70	8
926	7
420	2
508	15
644	4
445	15
812	16
632	2
921	16
284	12
35	6
894	1
191	11
510	17
930	12
543	6
692	16
532	9
283	17
483	6
658	1
608	9
921	8
357	17
67	19
617	17
160	14
724	17
249	8
709	11
504	7
719	16
11	12
865	7
951	18
367	1
467	9
600	19
489	8
486	12
685	18
697	9
727	9
320	20
835	3
324	7
446	7
836	3
599	20
414	19
153	1
497	3
76	18
917	11
247	5
729	12
255	10
994	2
113	14
495	12
328	13
902	10
176	14
899	1
423	2
270	8
441	10
193	18
522	6
772	16
693	8
958	13
365	2
847	17
589	13
581	20
801	19
565	12
123	5
773	4
152	4
891	3
355	4
528	10
421	13
692	12
843	16
85	13
60	8
749	6
727	11
216	13
125	13
152	18
86	19
635	7
126	19
108	4
889	11
57	5
108	8
147	16
577	11
907	18
810	4
437	7
604	10
261	9
804	17
930	19
66	1
856	12
184	7
877	12
897	9
884	17
69	15
122	9
326	14
994	16
16	8
357	13
674	4
332	13
989	16
462	9
426	7
665	4
935	14
229	5
373	20
578	18
403	1
890	17
437	19
229	11
456	19
10	3
293	4
878	10
212	15
15	13
393	11
374	1
494	19
887	9
530	5
443	14
96	13
55	7
758	10
265	20
242	14
956	7
83	17
723	8
83	19
613	19
94	1
953	3
957	4
398	20
744	19
569	3
211	6
745	12
84	8
6	13
268	18
830	20
523	11
197	4
67	19
253	17
409	7
339	5
626	17
362	3
328	10
164	18
901	11
652	20
138	5
910	14
566	16
20	3
306	6
209	3
634	20
88	9
579	14
739	12
333	7
786	14
134	20
205	17
570	2
86	12
874	12
3	2
282	20
268	12
222	10
258	14
918	6
215	11
648	8
954	9
570	11
707	11
96	1
301	16
409	10
238	7
435	13
481	5
181	14
184	6
565	10
374	7
408	1
97	10
535	4
634	3
701	3
787	14
547	6
809	1
813	2
583	8
97	18
351	16
656	11
829	14
828	5
242	20
245	11
320	9
359	10
583	10
602	18
757	3
529	7
820	9
108	16
98	8
373	14
87	15
614	14
864	1
362	8
274	20
956	7
288	15
702	3
404	15
177	13
36	8
625	5
528	15
858	3
364	5
218	16
605	5
272	6
725	11
844	12
702	8
918	13
603	13
82	12
308	20
693	3
472	5
925	17
89	17
260	9
41	20
311	8
481	13
98	18
690	14
979	11
786	19
847	15
646	9
686	10
741	12
249	3
356	16
168	14
63	14
675	5
940	2
661	7
475	7
121	6
93	9
780	18
573	15
774	15
157	13
447	4
819	16
459	12
302	2
748	11
142	4
87	12
615	9
760	13
309	1
842	14
205	18
177	6
387	4
17	17
18	12
168	8
126	13
50	16
354	17
69	10
477	7
736	20
829	3
351	3
94	3
615	14
296	16
963	14
234	10
977	9
736	1
480	12
379	14
422	15
89	16
673	3
700	8
644	19
883	7
37	8
796	16
8	14
317	9
883	20
561	20
609	11
952	7
980	16
526	13
488	5
627	8
563	4
841	17
664	19
452	9
338	7
163	3
493	5
418	10
947	1
939	3
270	5
388	19
409	2
756	2
866	5
82	17
870	5
21	3
834	10
478	6
641	18
25	14
973	5
826	18
39	15
685	14
634	6
713	5
406	10
468	15
437	12
247	19
728	14
57	16
851	14
869	18
704	17
848	5
626	5
326	9
489	12
175	2
142	9
302	1
82	10
743	8
152	9
478	15
575	5
674	20
418	10
870	18
514	3
371	8
707	1
34	6
256	14
55	5
730	17
752	7
104	16
777	1
262	20
146	4
626	10
991	14
586	7
249	19
413	14
225	20
284	16
131	4
260	10
704	1
176	20
141	20
36	4
108	17
16	1
680	15
496	2
992	14
643	20
133	13
712	11
538	1
522	9
823	14
282	8
54	16
931	15
741	5
219	15
36	1
246	19
999	11
794	8
13	12
720	16
85	12
298	10
710	3
11	11
407	2
699	2
890	9
807	16
719	6
471	18
19	5
118	17
642	2
774	6
467	7
51	16
864	18
139	2
988	3
231	14
978	4
660	14
89	16
431	20
210	11
927	17
992	19
490	14
991	8
729	12
557	4
387	10
693	1
559	16
603	20
600	16
13	4
183	5
225	3
249	5
332	6
174	13
677	2
142	15
162	8
520	15
563	14
931	2
741	3
307	1
328	2
486	2
359	19
782	4
626	3
695	3
620	14
121	3
465	6
936	13
991	16
734	15
551	5
693	3
99	1
806	17
643	17
412	10
449	5
156	13
949	2
198	7
63	20
24	3
926	2
38	3
776	12
771	10
972	7
96	18
48	18
392	8
745	11
402	11
754	9
699	20
2	6
413	20
256	15
748	8
796	8
168	17
620	6
750	19
812	20
740	2
302	10
769	11
642	5
976	8
792	3
37	7
388	7
777	11
753	19
515	9
562	1
768	3
612	11
200	14
746	2
938	7
356	5
316	20
982	19
87	4
876	11
825	13
118	9
767	16
705	8
749	16
195	18
322	7
489	5
694	20
34	20
210	10
104	14
182	9
643	3
580	12
76	20
857	4
542	9
722	18
525	8
196	7
426	6
292	15
333	12
594	10
257	10
105	5
8	7
13	10
481	16
954	16
982	17
609	1
229	15
500	20
886	19
902	2
324	10
608	9
638	17
560	7
856	8
178	19
740	3
513	19
929	2
73	4
668	13
805	18
518	14
68	5
516	18
105	11
33	3
736	20
614	5
410	5
590	2
638	2
186	13
428	14
483	1
865	13
928	8
892	16
883	5
921	13
522	3
360	2
934	18
950	19
640	19
482	16
717	18
758	19
843	8
461	15
465	16
595	17
519	17
234	14
399	12
482	18
788	2
122	11
561	16
581	4
328	1
857	4
689	8
774	7
372	7
897	4
263	18
19	4
852	15
944	11
449	2
95	4
653	15
205	9
976	8
977	12
75	17
26	17
591	4
820	1
694	13
251	13
559	1
686	7
515	13
595	8
664	2
85	17
883	5
152	17
759	11
36	7
680	12
170	4
41	12
47	10
933	8
926	3
176	19
356	13
231	10
131	2
988	1
814	1
88	2
213	13
205	6
327	16
14	18
12	11
938	11
898	8
579	18
922	11
312	5
38	7
73	16
763	15
948	15
876	3
98	15
314	16
569	2
109	1
746	1
777	17
941	20
749	8
173	5
259	13
526	2
675	12
168	16
919	5
519	16
892	18
72	3
761	1
155	13
916	7
629	19
905	19
383	3
101	13
426	15
207	5
348	7
955	5
875	11
485	17
157	7
435	12
865	17
218	3
234	5
598	18
646	10
324	20
722	11
244	1
252	2
6	8
164	3
993	20
270	4
709	15
588	2
807	7
428	6
631	19
556	10
586	5
982	4
151	14
92	9
998	10
686	2
53	1
928	11
991	9
721	16
436	11
42	7
377	15
293	6
338	18
827	3
408	2
759	3
319	13
87	20
511	11
575	6
592	7
753	15
28	6
372	17
154	17
700	7
653	12
85	12
380	17
426	13
39	20
33	18
60	19
479	18
382	2
139	14
148	20
855	10
14	15
190	9
36	19
577	9
182	8
577	1
744	13
810	6
932	6
605	2
178	19
231	19
430	12
677	2
460	17
871	19
7	20
548	20
615	10
74	14
339	14
979	7
257	1
609	20
757	3
950	7
328	4
563	1
563	3
781	18
875	20
36	16
778	5
140	17
348	2
534	20
297	11
193	7
580	13
716	15
370	18
610	3
802	7
964	4
206	15
479	4
814	4
96	12
107	3
991	7
336	3
208	11
268	11
485	9
259	13
118	18
746	6
461	13
121	17
205	16
781	20
982	7
448	19
175	14
182	1
71	17
338	1
506	7
239	11
128	18
179	9
626	12
358	10
22	11
719	1
648	12
383	1
35	14
14	15
92	9
183	14
252	4
574	3
133	6
409	18
847	2
858	18
281	3
657	6
13	9
392	12
663	14
632	19
348	15
200	4
827	16
478	9
150	20
398	8
87	19
832	20
543	9
587	6
736	4
179	8
680	20
905	17
356	12
901	19
591	9
631	15
212	18
731	9
473	15
679	5
616	5
706	2
587	11
119	20
660	19
462	10
418	11
19	20
831	4
19	16
292	18
735	18
14	12
980	16
496	10
380	4
570	12
897	2
767	7
432	1
402	2
436	18
608	18
481	11
793	3
232	12
284	20
53	15
284	12
937	12
435	19
579	7
816	5
399	10
750	19
424	8
750	16
176	17
669	3
203	10
944	14
676	9
763	4
95	13
416	1
182	6
902	15
45	12
747	10
100	13
254	1
189	15
757	11
296	12
518	13
215	1
854	2
611	2
337	11
774	3
317	15
894	6
560	2
920	17
436	15
905	8
730	20
216	15
351	20
347	12
63	16
553	20
543	18
806	3
52	14
108	18
267	9
435	9
91	16
316	13
547	14
275	1
733	13
444	15
577	19
807	18
672	2
5	4
776	18
852	9
383	10
498	10
941	13
180	17
844	16
142	11
710	20
849	17
475	8
194	5
38	20
179	2
981	15
655	16
477	20
910	12
238	12
590	5
943	14
439	16
911	11
41	2
26	8
251	5
862	18
254	11
907	10
920	2
634	7
547	2
387	19
288	11
278	9
405	16
728	19
969	6
423	19
323	12
941	16
561	20
839	13
445	2
410	19
867	2
243	14
586	15
77	7
273	19
530	4
122	4
988	6
270	15
984	5
52	8
597	13
999	11
861	1
888	14
568	5
737	10
534	8
742	9
657	16
571	2
688	13
818	17
576	11
668	19
814	15
130	16
22	6
207	14
913	15
215	2
414	7
256	7
440	9
537	13
962	7
346	2
351	7
888	16
678	2
930	5
926	17
961	1
273	15
404	15
188	12
128	15
406	1
881	12
689	11
165	18
535	18
608	10
122	20
37	20
881	3
770	20
972	16
911	17
146	18
981	13
769	3
553	18
444	7
383	5
869	16
999	1
358	5
403	5
510	20
903	10
14	1
848	8
422	10
490	13
941	8
985	10
947	12
771	10
779	9
801	20
806	18
557	4
221	11
855	18
136	3
322	7
274	3
177	13
12	6
186	9
343	14
564	8
594	7
232	17
531	18
350	9
408	2
547	16
448	14
329	10
49	20
709	1
336	2
250	10
888	10
648	4
923	6
854	2
731	8
942	7
910	1
915	8
592	10
640	18
717	20
43	15
852	4
577	5
273	15
61	7
602	1
430	12
116	9
973	3
622	13
367	16
459	16
952	7
543	15
782	8
961	8
283	5
482	17
904	6
988	14
576	11
576	5
619	12
140	11
486	13
680	11
174	16
642	16
562	16
692	1
790	20
223	18
73	15
570	17
640	19
906	12
302	19
392	18
881	6
797	14
903	8
862	13
323	20
530	18
371	10
83	5
505	17
381	8
67	4
327	11
444	5
650	1
407	17
966	1
247	12
800	3
432	14
652	7
265	16
672	19
540	4
747	13
375	5
136	4
430	2
661	5
574	12
918	6
778	19
653	12
928	14
230	11
554	12
465	1
14	2
710	1
811	11
186	7
703	6
551	7
973	14
570	17
223	8
591	12
970	3
445	3
748	20
381	19
547	8
131	12
183	5
766	14
484	8
761	13
86	11
900	10
3	1
398	4
430	8
120	2
356	19
572	12
332	16
131	10
72	7
783	16
804	17
636	12
869	14
561	2
254	1
910	15
614	4
366	15
993	12
235	3
669	9
959	20
120	18
698	8
462	19
820	10
321	18
212	1
810	11
238	20
918	14
164	16
733	15
936	9
277	14
688	20
66	13
328	14
784	1
559	10
777	15
237	13
865	11
902	3
950	10
598	7
38	2
553	14
146	1
584	13
556	9
479	16
2	1
295	1
371	9
313	3
295	19
579	1
463	13
712	19
77	8
204	16
146	11
5	9
829	4
651	2
524	17
416	20
774	13
73	2
710	4
388	14
626	6
103	18
950	14
5	2
499	9
932	11
649	13
832	12
292	8
185	5
70	18
581	2
641	6
715	14
487	1
317	10
992	2
304	12
705	6
906	4
501	9
889	11
827	19
521	9
528	13
637	4
294	20
176	18
951	13
142	7
488	15
873	16
114	5
41	6
30	3
48	14
620	15
945	16
430	4
629	3
20	11
32	2
846	16
480	9
643	14
214	13
809	19
945	15
964	13
917	2
290	7
522	20
762	19
941	12
704	7
812	18
302	15
492	16
793	20
282	3
492	5
49	6
650	17
940	13
569	19
47	16
218	11
608	5
